sim,1.0
não,0.9696969696969697
Brasil,0.8099173553719008
povo,0.6198347107438017
brasileiro,0.41597796143250687
Estado,0.41046831955922863
País,0.3856749311294766
contra,0.3774104683195592
família,0.34710743801652894
impeachment,0.3305785123966942
respeito,0.2727272727272727
democracia,0.24517906336088155
Dilma,0.24242424242424243
golpe,0.22865013774104684
Constituição,0.19008264462809918
filho,0.1763085399449036
partido,0.1652892561983471
corrupção,0.162534435261708
defesa,0.15702479338842976
Governo,0.15151515151515152
esperança,0.15151515151515152
homenagem,0.15151515151515152
cidade,0.14600550964187328
rua,0.14325068870523416
Deus,0.13774104683195593
crime,0.12947658402203857
responsabilidade,0.12947658402203857
brasileira,0.12672176308539945
futuro,0.12396694214876033
processo,0.12396694214876033
momento,0.12121212121212122
vida,0.1046831955922865
política,0.09917355371900827
milhões,0.09917355371900827
Eduardo,0.08539944903581267
Federal,0.08264462809917356
Nação,0.08264462809917356
Cunha,0.07988980716253444
população,0.07713498622589532
direito,0.07713498622589532
Fora,0.07713498622589532
trabalhadores,0.0743801652892562
pai,0.07162534435261708
eleitores,0.07162534435261708
PT,0.06887052341597796
Presidenta,0.06887052341597796
República,0.06611570247933884
Temer,0.06611570247933884
história,0.06336088154269973
mandato,0.06336088154269973
nova,0.06336088154269973
pessoa,0.06336088154269973
neto,0.06336088154269973
luta,0.06060606060606061
Campo,0.05785123966942149
amigo,0.05234159779614325
cometeu,0.05234159779614325
filha,0.05234159779614325
votos,0.05234159779614325
esposa,0.049586776859504134
consciência,0.046831955922865015
especial,0.046831955922865015
agora,0.046831955922865015
estou,0.046831955922865015
mulher,0.0440771349862259
Lula,0.0440771349862259
mudança,0.0440771349862259
Parlamentares,0.0440771349862259
Deputada,0.0440771349862259
ninguém,0.0440771349862259
aqueles,0.0440771349862259
liberdade,0.04132231404958678
Viva,0.04132231404958678
amor,0.04132231404958678
desenvolvimento,0.03856749311294766
Rousseff,0.03856749311294766
poder,0.03856749311294766
vez,0.03856749311294766
desse,0.03856749311294766
novo,0.03856749311294766
posição,0.03856749311294766
emprego,0.03856749311294766
companheiros,0.03856749311294766
trabalho,0.03856749311294766
pública,0.03856749311294766
terra,0.03856749311294766
dar,0.03581267217630854
nacional,0.03581267217630854
dignidade,0.03581267217630854
movimento,0.03581267217630854
político,0.03581267217630854
mão,0.03581267217630854
conta,0.03305785123966942
lado,0.03305785123966942
homens,0.03305785123966942
ainda,0.03305785123966942
impedimento,0.03305785123966942
forma,0.03305785123966942
oportunidade,0.03305785123966942
dessa,0.03305785123966942
milhares,0.03305785123966942
Governador,0.03305785123966942
trabalhadora,0.03305785123966942
coerência,0.03305785123966942
nenhum,0.030303030303030304
vontade,0.030303030303030304
precisamos,0.030303030303030304
Paraíba,0.030303030303030304
popular,0.030303030303030304
mineiros,0.030303030303030304
eleições,0.030303030303030304
Michel,0.030303030303030304
honra,0.030303030303030304
público,0.030303030303030304
nossas,0.030303030303030304
mãe,0.030303030303030304
votamos,0.030303030303030304
posso,0.030303030303030304
golpista,0.030303030303030304
nunca,0.030303030303030304
foram,0.030303030303030304
orgulho,0.030303030303030304
João,0.030303030303030304
corrupto,0.030303030303030304
Então,0.030303030303030304
desempregado,0.030303030303030304
lei,0.030303030303030304
mudar,0.027548209366391185
jovens,0.027548209366391185
pobre,0.027548209366391185
fez,0.027548209366391185
criança,0.027548209366391185
Tribunal,0.027548209366391185
acima,0.027548209366391185
Democrático,0.027548209366391185
Santo,0.027548209366391185
estar,0.027548209366391185
questão,0.027548209366391185
sendo,0.027548209366391185
representando,0.027548209366391185
admissibilidade,0.027548209366391185
abençoe,0.027548209366391185
certeza,0.027548209366391185
memória,0.027548209366391185
eleição,0.027548209366391185
juventude,0.027548209366391185
reforma,0.027548209366391185
Parlamento,0.027548209366391185
segunda,0.027548209366391185
disse,0.027548209366391185
colega,0.027548209366391185
até,0.027548209366391185
saúde,0.027548209366391185
ética,0.027548209366391185
PMDB,0.027548209366391185
Senhor,0.024793388429752067
tenha,0.024793388429752067
ditadura,0.024793388429752067
honesta,0.024793388429752067
fui,0.024793388429752067
num,0.024793388429752067
defender,0.024793388429752067
esses,0.024793388429752067
crescimento,0.024793388429752067
paulista,0.024793388429752067
Jato,0.024793388429752067
farsa,0.024793388429752067
sociais,0.024793388429752067
mil,0.024793388429752067
pode,0.024793388429752067
honrada,0.024793388429752067
daquele,0.024793388429752067
Espírito,0.024793388429752067
geração,0.024793388429752067
Norte,0.024793388429752067
princípio,0.024793388429752067
justiça,0.024793388429752067
coração,0.024793388429752067
respeitando,0.024793388429752067
bancada,0.024793388429752067
muitos,0.024793388429752067
tirar,0.024793388429752067
fazendo,0.024793388429752067
falar,0.024793388429752067
vocês,0.024793388429752067
Lava,0.024793388429752067
sessão,0.024793388429752067
lugar,0.024793388429752067
onde,0.02203856749311295
especialmente,0.02203856749311295
sobretudo,0.02203856749311295
pedir,0.02203856749311295
diferente,0.02203856749311295
tanto,0.02203856749311295
coragem,0.02203856749311295
ex,0.02203856749311295
gostaria,0.02203856749311295
Amazonas,0.02203856749311295
natal,0.02203856749311295
ou,0.02203856749311295
